weightStipe,weightFrond
1.3793,3.2432
2.069,7.8764
0.6897,10.4247
1.1494,13.2046
1.1494,14.3629
2.069,11.3514
2.069,18.5328
3.908,16.2162
4.5977,16.4479
4.8276,17.1429
8.046,20.6178
8.9655,25.4826
9.8851,33.1274
2.5287,29.1892
4.1379,31.5058
3.4483,34.5174
6.2069,33.3591
10.3448,33.1274
6.8966,42.8571
12.4138,42.3938
7.3563,51.8919
7.8161,54.4402
21.6092,47.027
14.023,56.9884
14.7126,63.7066
15.6322,69.4981
