weightStipe,weightFrond
7.1006,17.2414
10.6509,24.1379
31.3609,28.1609
22.4852,37.931
19.5266,48.2759
21.3018,62.6437
24.8521,68.9655
29.5858,53.4483
31.3609,52.2989
39.0533,48.2759
46.1538,43.1034
58.5799,49.4253
43.787,59.1954
45.5621,75.8621
45.5621,81.0345
53.2544,84.4828
55.0296,81.0345
39.0533,116.6667
63.9053,117.8161
63.3136,122.9885
64.497,143.6782
73.9645,141.954
78.6982,130.4598
91.1243,124.7126
82.8402,111.4943
85.7988,97.7011
