weightStipe,weightFrond
18.8406,16.3701
8.6957,22.0641
30.4348,50.5338
12.3188,63.3452
16.6667,75.4448
21.7391,79.7153
18.8406,95.3737
42.7536,92.5267
49.2754,121.7082
28.2609,123.8434
29.7101,131.6726
26.087,136.6548
39.1304,141.637
55.7971,141.637
41.3043,155.1601
23.913,158.7189
6.5217,148.0427
60.8696,165.8363
71.7391,185.0534
73.1884,190.0356
45.6522,192.8826
55.7971,207.1174
97.8261,192.8826
