day,weightPlant
993.3056,566.239289
738.8745,127.379635
641.949,23.77935114
536.9455,28.65497276
444.0576,9.360520527
367.325,4.938556196
274.4371,3.88597498
225.974,3.224779319
383.4789,3.140508694
274.4371,0.499689243
383.4789,0.393097245
