day,weightPlant
448.0966,48.35039206
460.2122,84.60577344
532.9065,144.1119518
545.0228,214.9314655
734.8362,252.1738216
710.605,288.071305
734.8362,312.1044781
722.7206,338.0648362
1001.3829,814.3291852
1001.3829,981.0700097
1017.5375,1151.330474
1021.5758,905.7326009
1389.0877,1810.506132
1389.0877,2068.71184
1728.3287,2629.056988
1720.2521,2181.724959
